repository,file,ncloc,lines,functions,classes,statements,complexity,cognitive_complexity,duplicated_lines,duplicated_lines_density,duplicated_blocks,comment_lines,comment_lines_density,code_smells,sqale_index,sqale_debt_ratio,violations,blocker_violations,critical_violations,major_violations,minor_violations
NationalSecurityAgency/ghidra,Ghidra/Features/FunctionID/src/main/help/help/shared/languages.css,5,26,,,,,,,,,19,79.2,,,,1,,,1,
NationalSecurityAgency/ghidra,GhidraDocs/languages/html/languages.css,5,27,,,,,,,,,19,79.2,,,,2,,,2,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/help/help/topics/LanguageProviderPlugin/Languages.htm,109,110,,,,1,,,,,0,0.0,16,80,2.4,17,,,10,7
NationalSecurityAgency/ghidra,Ghidra/Features/Base/ghidra_scripts/LanguagesAPIDemoScript.java,37,77,2,2,12,6,4,,,,15,28.8,1,10,0.9,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/lang/LanguageService.java,16,98,8,1,0,0,,,,,38,70.4,2,,,2,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/plugin/importer/LanguageSortedTableModel.java,111,144,10,1,45,30,20,,,,1,0.9,8,22,0.7,8,,2,,6
NationalSecurityAgency/ghidra,Ghidra/Debug/Framework-TraceModeling/src/test/java/ghidra/trace/util/LanguageTestWatcher.java,30,56,5,2,7,5,1,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/util/LanguageTranslator.java,31,179,18,1,0,0,,,,,72,69.9,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/util/LanguageTranslatorAdapter.java,515,692,66,3,220,128,92,,,,49,8.7,10,45,0.3,10,,3,3,4
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test/java/ghidra/program/util/LanguageTranslatorAdapterTest.java,237,309,18,1,99,18,,63,20.4,5,10,4.0,2,27,0.4,2,,1,,1
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/util/LanguageTranslatorFactory.java,398,567,37,2,200,101,98,,,,69,14.8,5,32,0.3,5,,1,1,2
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/util/LanguageTranslatorFactoryMinion.java,5,29,1,1,0,0,,,,,1,16.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/LanguageUtilities.java,22,42,2,1,10,4,3,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/features/base/values/LanguageValue.java,121,196,14,2,56,24,12,,,,23,16.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/features/base/values/LanguageValueTest.java,116,167,11,1,66,13,1,,,,1,0.9,2,10,0.3,2,,,,2
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/lang/LanguageVersionException.java,88,169,6,1,41,18,15,,,,34,27.9,2,1,,2,,,1,
NationalSecurityAgency/ghidra,Ghidra/Features/SystemEmulation/src/main/java/ghidra/pcode/struct/LangVar.java,7,25,1,1,1,1,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/BSim/data/large_32.xml,13,14,,,,,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger-rmi-trace/src/main/java/ghidra/app/plugin/core/debug/gui/tracermi/launcher/LaunchAction.java,131,171,11,2,54,27,13,,,,4,3.0,3,14,0.4,3,,1,1,1
NationalSecurityAgency/ghidra,Ghidra/Features/PyGhidra/src/main/py/src/pyghidra/launcher.py,502,796,46,7,464,128,133,,,,159,24.1,22,100,0.7,22,,5,7,10
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/util/LaunchErrorDialog.java,112,163,7,1,67,10,1,,,,0,0.0,2,10,0.3,2,,,2,
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger-rmi-trace/src/main/java/ghidra/app/plugin/core/debug/gui/tracermi/launcher/LaunchFailureDialog.java,111,168,9,2,40,26,13,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger-api/src/main/java/ghidra/debug/api/tracermi/LaunchParameter.java,79,107,8,1,48,21,19,,,,0,0.0,1,5,0.2,1,,,,1
NationalSecurityAgency/ghidra,GhidraBuild/LaunchSupport/src/main/java/ghidra/launch/LaunchProperties.java,123,235,8,1,70,27,31,,,,44,26.3,18,176,4.8,18,,1,,17
NationalSecurityAgency/ghidra,GhidraBuild/LaunchSupport/src/main/java/LaunchSupport.java,229,379,7,1,138,52,60,,,,81,26.1,31,318,4.6,31,,3,26,2
NationalSecurityAgency/ghidra,Ghidra/Test/IntegrationTest/src/test.slow/java/ghidra/framework/main/LaunchUrlInToolTest.java,260,360,15,1,143,25,4,,,,9,3.3,4,28,0.4,4,,2,,2
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/codebrowser/LayeredColorModel.java,44,77,6,1,15,8,2,,,,4,8.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/Layout.java,36,207,25,1,0,0,,,,,76,67.9,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Graph/src/main/java/ghidra/service/graph/LayoutAlgorithmNames.java,32,57,1,1,1,1,,,,,3,8.6,1,5,0.5,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/internal/LayoutBackgroundColorManager.java,9,67,4,1,0,0,,,,,24,72.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/internal/LayoutBackgroundColorManagerAdapter.java,39,61,6,1,12,8,3,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/multilisting/LayoutCache.java,9,31,1,1,1,1,,,,,1,10.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/internal/LayoutColorMapFactory.java,61,96,1,1,33,19,18,,,,0,0.0,2,13,0.7,2,,1,1,
NationalSecurityAgency/ghidra,Ghidra/Features/GraphServices/src/main/java/ghidra/graph/visualization/LayoutFunction.java,102,134,2,1,21,20,1,,,,5,4.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/listener/LayoutListener.java,6,26,1,1,0,0,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/layout/LayoutListener.java,14,48,2,2,1,2,1,,,,11,44.0,1,5,1.2,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/layout/LayoutLocationMap.java,208,327,25,1,123,50,30,,,,32,13.3,1,,,1,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/internal/LayoutLockedFieldPanelScrollCoordinator.java,141,221,5,1,88,31,37,,,,43,23.4,2,33,0.8,2,,1,,1
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/LayoutModel.java,22,105,11,1,2,2,,,,,26,54.2,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/LayoutModelIterator.java,35,82,7,1,11,7,,,,,9,20.5,,,,1,,1,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/listener/LayoutModelListener.java,6,38,2,1,0,0,,,,,6,50.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Decompiler/src/main/java/ghidra/app/decompiler/component/margin/LayoutPixelIndexMap.java,8,64,2,1,0,0,,,,,24,75.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/layout/LayoutPositions.java,80,135,11,1,42,16,6,,,,10,11.1,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/layout/LayoutProvider.java,16,80,4,1,0,0,,,,,24,60.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/layout/LayoutProviderExtensionPoint.java,10,40,0,1,0,0,,,,,7,41.2,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/GraphServices/src/main/java/ghidra/graph/visualization/LayoutTransitionManager.java,77,152,4,1,31,13,8,,,,22,22.2,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Debug/ProposedUtils/src/main/java/ghidra/util/LazyCollection.java,68,101,14,1,19,17,1,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/cramfs/LazyCramFsInputStream.java,25,55,2,1,8,4,3,,,,5,16.7,2,35,4.7,2,,,1,1
NationalSecurityAgency/ghidra,Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/mvc/LazyGraphGroupSaveableXML.java,42,75,3,1,15,4,1,15,20.0,1,4,8.7,1,2,0.2,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/mvc/LazyGraphRegroupSaveableXML.java,41,74,3,1,13,3,1,15,20.3,1,4,8.9,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/test/java/docking/widgets/tree/LazyGTestNode.java,40,70,6,1,13,8,2,17,24.3,1,1,2.4,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Gui/src/main/java/resources/icons/LazyImageIcon.java,92,139,17,1,35,20,5,,,,8,8.0,1,2,0.1,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/data/LazyLoadingCachingMap.java,61,147,9,1,27,13,5,,,,37,37.8,1,30,1.6,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/mvc/LazySaveableXML.java,4,22,1,1,0,0,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/util/Lbl.java,25,187,4,2,11,4,,,,,119,82.6,1,10,1.3,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Framework/Generic/src/main/java/generic/algorithms/Lcs.java,88,215,12,1,42,19,19,,,,45,33.8,2,32,1.2,2,,,1,1
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/importer/LcsHintLoadSpecChooser.java,57,116,5,1,19,12,7,,,,24,29.6,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/plugin/importer/LcsSelectionEvent.java,24,51,4,2,5,4,,,,,2,7.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/plugin/importer/LcsSelectionListener.java,4,21,1,1,0,0,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Generic/src/test/java/generic/algorithms/LCSTest.java,84,124,12,2,31,13,1,45,36.3,2,0,0.0,1,10,0.4,1,,1,,
NationalSecurityAgency/ghidra,Ghidra/Processors/JVM/src/main/java/ghidra/app/util/pcodeInject/LdcMethods.java,33,70,2,1,10,10,1,,,,7,17.5,1,10,1.0,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Processors/JVM/src/test/java/ghidra/app/util/pcodeInject/LdcMethodsTest.java,226,308,8,1,170,8,,73,23.7,5,29,11.4,1,10,0.1,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Processors/JVM/resources/LdcTest.java,33,64,10,1,10,10,,,,,1,2.9,11,52,5.3,11,,1,6,4
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/docking/widgets/tree/LeafNode.java,10,30,2,1,2,2,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Extensions/BSimElasticPlugin/srcdummy/org/apache/lucene/index/LeafReader.java,3,22,0,1,0,0,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Extensions/BSimElasticPlugin/srcdummy/org/apache/lucene/index/LeafReaderContext.java,7,25,1,1,1,1,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Extensions/BSimElasticPlugin/srcdummy/org/elasticsearch/script/LeafReaderContextSupplier.java,5,24,1,1,0,0,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/DecompilerDependent/src/main/java/ghidra/app/plugin/core/decompiler/taint/slicetree/LeafSliceNode.java,72,117,10,1,19,12,4,17,14.5,1,7,8.9,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/LEB128.java,98,242,9,1,57,30,26,,,,81,45.3,2,10,0.3,2,,,1,1
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/data/LEB128DataTypeTest.java,71,110,5,1,37,6,1,,,,6,7.8,4,14,0.7,4,,,2,2
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/LEB128Info.java,60,159,12,1,21,16,4,,,,39,39.4,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/data/LEB128Test.java,145,227,13,2,41,14,3,,,,28,16.2,1,2,,6,,,1,5
NationalSecurityAgency/ghidra,Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/graph/layout/flowchart/LeftAlignedFlowChartLayoutProvider.java,33,60,5,1,5,5,,20,33.3,1,1,2.9,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/FunctionGraph/src/test.slow/java/ghidra/app/plugin/core/functiongraph/graph/layout/flowchart/LeftAlignedFlowChartLayoutTest.java,142,259,5,1,60,5,,54,20.8,1,23,13.9,4,20,0.5,4,,,4,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/pcodeCPort/slghpatexpress/LeftShiftExpression.java,27,52,4,1,8,4,,,,,1,3.6,1,10,1.2,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/processors/sleigh/expression/LeftShiftExpression.java,15,48,2,1,4,2,,,,,5,25.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/assembler/sleigh/expr/LeftShiftExpressionSolver.java,88,127,5,1,41,15,19,23,18.1,1,12,12.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/DB/src/main/java/db/LegacyIndexField.java,24,62,5,1,7,8,3,,,,10,29.4,,,,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/overview/entropy/LegendPanel.java,29,57,4,1,11,4,,,,,1,3.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/provider/matchtable/LengthFilter.java,136,194,12,1,68,25,12,16,8.2,1,9,6.2,1,2,,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/ne/LengthStringOrdinalSet.java,14,48,2,1,5,3,1,,,,5,26.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/ne/LengthStringSet.java,23,74,4,1,8,5,1,,,,16,41.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/pcodeCPort/slghpatexpress/LessEqualEquation.java,39,63,2,1,23,7,11,21,33.3,2,0,0.0,6,15,1.3,6,,,1,5
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/pcodeCPort/slghpatexpress/LessEquation.java,39,63,2,1,23,7,11,21,33.3,2,0,0.0,6,15,1.3,6,,,1,5
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/sleigh/grammar/LexerMultiplexer.java,58,92,8,1,27,11,4,,,,3,4.9,3,15,0.9,3,,,3,
NationalSecurityAgency/ghidra,GPL/licenses/LGPL_3.0.html,367,518,,,,1,,517,99.8,1,36,8.9,16,80,0.7,16,,,9,7
NationalSecurityAgency/ghidra,licenses/LGPL_3.0.html,367,518,,,,1,,517,99.8,1,36,8.9,16,80,0.7,16,,,9,7
NationalSecurityAgency/ghidra,Ghidra/Features/Recognizers/src/main/java/ghidra/app/util/recognizer/LhaRecognizer.java,22,41,3,1,6,7,4,20,48.8,1,0,0.0,1,5,0.8,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/macho/dyld/LibObjcDylib.java,39,88,3,1,12,5,2,,,,14,26.4,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/macho/dyld/LibObjcOptimization.java,115,179,5,1,60,12,12,,,,18,13.5,10,42,1.2,10,,3,,7
NationalSecurityAgency/ghidra,Ghidra/Debug/Debugger-agent-dbgeng/src/main/py/src/ghidradbg/libraries.py,14,35,0,0,14,0,1,,,,14,50.0,1,5,1.2,1,,1,,
NationalSecurityAgency/ghidra,Ghidra/Features/FunctionID/src/main/java/ghidra/feature/fid/db/LibrariesTable.java,106,195,7,1,44,17,17,,,,43,28.9,11,71,2.2,11,,,6,5
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/Library.java,31,74,4,1,13,9,10,,,,10,24.4,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/symbol/LibraryDB.java,76,118,14,1,20,16,2,46,39.0,2,4,5.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/opinion/LibraryExportedSymbol.java,82,180,12,1,37,21,9,,,,31,27.4,2,20,0.8,2,,,1,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/opinion/LibraryHints.java,141,200,11,1,72,31,33,,,,14,9.0,7,25,0.6,7,,1,1,5
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/opinion/LibraryLookupTable.java,262,361,21,1,132,61,61,,,,29,10.0,20,59,0.8,20,,1,3,16
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/opinion/LibraryPathsDialog.java,31,59,5,1,8,5,,,,,3,8.8,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/BytePatterns/src/main/java/ghidra/app/analyzers/LibraryRecord.java,105,147,8,1,67,18,12,,,,27,20.5,13,49,1.6,13,,,1,12
NationalSecurityAgency/ghidra,Ghidra/Features/FunctionID/src/main/java/ghidra/feature/fid/db/LibraryRecord.java,45,123,11,1,13,12,1,,,,23,33.8,2,10,0.7,2,,,2,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/plugins/fsbrowser/filehandlers/LibrarySearchPathFSBFileHandler.java,50,73,2,1,14,7,8,,,,0,0.0,1,10,0.7,1,,1,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/importer/LibrarySearchPathManager.java,124,193,10,1,66,25,31,,,,19,13.3,4,60,1.6,4,,1,2,1
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/symbol/LibrarySymbol.java,189,302,17,1,94,45,36,,,,47,19.9,4,30,0.5,4,,,3,1
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/symboltree/nodes/LibrarySymbolNode.java,85,125,8,1,40,17,10,,,,1,1.2,1,2,0.1,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/opinion/LibrarySymbolTable.java,387,606,18,1,217,91,130,,,,109,22.0,21,320,2.8,22,,5,6,9
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/help/help/topics/LibreTranslatePlugin/LibreTranslatePlugin.htm,63,79,,,,1,,,,,0,0.0,4,20,1.1,5,,,3,2
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/string/translate/libretranslate/LibreTranslatePlugin.java,140,188,6,2,49,17,16,,,,11,7.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/string/translate/libretranslate/LibreTranslateStringTranslationService.java,366,468,17,2,180,61,77,,,,38,9.4,8,53,0.5,9,,1,4,3
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/string/translate/libretranslate/LibreTranslateStringTranslationServiceTest.java,331,440,17,1,177,32,4,66,15.0,3,22,6.2,2,14,0.1,2,,1,,1
NationalSecurityAgency/ghidra,Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/Lifespan.java,256,429,59,7,75,71,13,,,,46,15.2,3,10,0.1,4,1,,,1
NationalSecurityAgency/ghidra,Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/wizard/add/LimitAddressSetsPanel.java,52,86,5,1,27,7,2,,,,2,3.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/wizard/add/LimitAddressSetsStep.java,41,74,8,1,9,8,,,,,2,4.7,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/features/base/codecompare/listing/LinearAddressCorrelation.java,66,100,9,1,28,14,5,,,,2,2.9,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/api/correlator/address/LinearAddressCorrelator.java,34,63,6,1,6,6,,17,27.0,1,2,5.6,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/util/LinearDataAddressCorrelation.java,28,49,3,1,9,3,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/lx/LinearExecutable.java,9,37,1,1,1,1,,,,,4,30.8,2,7,2.6,2,,,1,1
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/util/LinearFunctionAddressCorrelation.java,95,128,7,1,53,19,19,23,18.0,2,0,0.0,5,11,0.4,5,,,1,4
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/sleigh/grammar/LineArrayListWriter.java,43,73,7,1,16,9,2,,,,2,4.4,3,12,0.9,3,,,,3
NationalSecurityAgency/ghidra,Ghidra/Framework/Docking/src/main/java/docking/widgets/fieldpanel/internal/LineLockedFieldPanelScrollCoordinator.java,103,173,9,1,52,25,22,,,,26,20.2,1,5,0.2,1,,,,1
NationalSecurityAgency/ghidra,Ghidra/Processors/JVM/src/main/java/ghidra/javaclass/format/attributes/LineNumber.java,28,76,4,1,8,4,,,,,17,37.8,1,10,1.2,1,,,1,
NationalSecurityAgency/ghidra,Ghidra/Features/Decompiler/src/main/java/ghidra/app/decompiler/component/margin/LineNumberDecompilerMarginProvider.java,83,117,9,1,38,14,5,,,,1,1.2,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Processors/JVM/src/main/java/ghidra/javaclass/format/attributes/LineNumberTableAttribute.java,28,78,2,1,11,4,2,,,,22,44.0,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/LinesC13Section.java,13,49,2,1,2,2,,,,,11,45.8,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Help/src/main/java/help/validator/LinkDatabase.java,152,212,15,1,71,31,9,,,,12,7.3,8,34,0.7,8,,,3,4
NationalSecurityAgency/ghidra,Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/pcode/LinkedByteBuffer.java,204,333,15,3,116,40,39,,,,75,26.9,8,67,1.1,8,,,1,7
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/model/LinkedDomainFile.java,6,41,2,1,0,0,,,,,8,57.1,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/model/LinkedDomainFolder.java,12,80,5,1,0,0,,,,,25,67.6,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/data/LinkedGhidraFile.java,360,467,74,2,99,84,11,,,,9,2.4,2,,,2,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/data/LinkedGhidraFolder.java,181,273,19,1,84,48,47,,,,29,13.8,9,82,1.5,10,,2,1,7
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/data/LinkedGhidraSubFolder.java,311,428,41,1,135,64,31,,,,36,10.4,2,10,0.1,2,,1,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/macho/commands/LinkEditDataCommand.java,70,111,7,1,22,8,2,,,,8,10.3,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/macho/commands/LinkerOptionCommand.java,37,70,4,1,14,5,1,,,,3,7.5,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/LinkerUnwindInfo.java,42,94,7,1,17,7,1,27,28.7,2,16,27.6,3,3,0.2,3,,,3,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/model/LinkFileInfo.java,21,109,7,1,3,3,,,,,39,65.0,,,,,,,,
NationalSecurityAgency/ghidra,GhidraBuild/EclipsePlugins/GhidraDev/GhidraDevPlugin/src/main/java/ghidradev/ghidraprojectcreator/commands/LinkGhidraCommand.java,18,41,1,1,5,1,,,,,1,5.3,,,,,,,,
NationalSecurityAgency/ghidra,GhidraBuild/EclipsePlugins/GhidraDev/GhidraDevPlugin/src/main/java/ghidradev/ghidraprojectcreator/wizards/LinkGhidraWizard.java,79,121,4,1,31,5,3,,,,7,8.1,,,,,,,,
NationalSecurityAgency/ghidra,Ghidra/Framework/Project/src/main/java/ghidra/framework/data/LinkHandler.java,344,569,19,2,176,68,92,,,,93,21.3,9,194,1.9,9,,2,3,2
